year,era,category,direction,language,entry_cluster,dominant_category
1742,pre_1760,land_rent,income,mixed,3,administrative
1742,pre_1760,land_rent,income,mixed,3,administrative
1742,pre_1760,land_rent,income,mixed,3,administrative
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1742,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,latin,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,latin,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,latin,2,land_rent
1743,pre_1760,ecclesiastical,income,latin,3,administrative
1743,pre_1760,financial,income,english,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,ecclesiastical,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,ecclesiastical,income,mixed,3,administrative
1743,pre_1760,educational,income,english,3,administrative
1743,pre_1760,financial,income,mixed,3,administrative
1743,pre_1760,educational,income,english,3,administrative
1743,pre_1760,financial,income,english,3,administrative
1743,pre_1760,financial,income,english,3,administrative
1743,pre_1760,administrative,expenditure,latin,3,administrative
1743,pre_1760,administrative,expenditure,latin,3,administrative
1743,pre_1760,administrative,expenditure,latin,3,administrative
1743,pre_1760,administrative,expenditure,latin,3,administrative
1743,pre_1760,administrative,expenditure,latin,4,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,latin,3,administrative
1743,pre_1760,ecclesiastical,expenditure,latin,3,administrative
1743,pre_1760,ecclesiastical,expenditure,latin,3,administrative
1743,pre_1760,domestic,expenditure,mixed,3,administrative
1743,pre_1760,domestic,expenditure,mixed,3,administrative
1743,pre_1760,salary_stipend,expenditure,latin,3,administrative
1743,pre_1760,salary_stipend,expenditure,latin,3,administrative
1743,pre_1760,salary_stipend,expenditure,latin,3,administrative
1743,pre_1760,salary_stipend,expenditure,mixed,3,administrative
1743,pre_1760,charitable,expenditure,english,3,administrative
1743,pre_1760,salary_stipend,expenditure,latin,3,administrative
1743,pre_1760,salary_stipend,expenditure,latin,3,administrative
1743,pre_1760,ecclesiastical,expenditure,english,3,administrative
1743,pre_1760,ecclesiastical,expenditure,english,3,administrative
1743,pre_1760,ecclesiastical,expenditure,mixed,3,administrative
1743,pre_1760,ecclesiastical,expenditure,mixed,3,administrative
1743,pre_1760,salary_stipend,expenditure,mixed,3,administrative
1743,pre_1760,charitable,expenditure,mixed,3,administrative
1743,pre_1760,charitable,expenditure,latin,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,charitable,expenditure,english,3,administrative
1743,pre_1760,administrative,income,english,3,administrative
1743,pre_1760,administrative,income,english,3,administrative
1743,pre_1760,administrative,income,english,3,administrative
1743,pre_1760,administrative,income,english,3,administrative
1743,pre_1760,salary_stipend,expenditure,english,3,administrative
1743,pre_1760,ecclesiastical,income,mixed,3,administrative
1743,pre_1760,salary_stipend,expenditure,english,3,administrative
1743,pre_1760,ecclesiastical,income,mixed,3,administrative
1743,pre_1760,salary_stipend,expenditure,english,3,administrative
1743,pre_1760,ecclesiastical,income,mixed,3,administrative
1743,pre_1760,salary_stipend,expenditure,english,3,administrative
1743,pre_1760,ecclesiastical,income,mixed,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,2,land_rent
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,5,educational
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,5,educational
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,other,expenditure,english,3,administrative
1743,pre_1760,domestic,expenditure,english,3,administrative
1743,pre_1760,maintenance,expenditure,english,3,administrative
1743,pre_1760,maintenance,expenditure,english,3,administrative
1743,pre_1760,other,expenditure,english,3,administrative
1743,pre_1760,other,expenditure,english,3,administrative
1743,pre_1760,administrative,expenditure,english,3,administrative
1743,pre_1760,administrative,transfer,english,3,administrative
1743,pre_1760,other,unclear,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,2,land_rent
1743,pre_1760,land_rent,income,mixed,3,administrative
1743,pre_1760,domestic,expenditure,mixed,3,administrative
1743,pre_1760,other,expenditure,mixed,3,administrative
1743,pre_1760,land_rent,expenditure,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,domestic,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,financial,income,english,3,administrative
1744,pre_1760,land_rent,income,english,2,land_rent
1744,pre_1760,land_rent,income,english,3,administrative
1744,pre_1760,land_rent,income,english,2,land_rent
1744,pre_1760,other,income,english,3,administrative
1744,pre_1760,financial,income,english,3,administrative
1744,pre_1760,land_rent,income,english,2,land_rent
1744,pre_1760,land_rent,income,english,2,land_rent
1744,pre_1760,land_rent,income,english,3,administrative
1744,pre_1760,land_rent,income,english,3,administrative
1744,pre_1760,educational,income,latin,3,administrative
1744,pre_1760,educational,income,english,3,administrative
1744,pre_1760,educational,income,english,5,educational
1744,pre_1760,domestic,income,english,3,administrative
1744,pre_1760,administrative,income,english,3,administrative
1744,pre_1760,administrative,expenditure,latin,3,administrative
1744,pre_1760,administrative,expenditure,latin,0,administrative
1744,pre_1760,administrative,expenditure,latin,4,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,latin,3,administrative
1744,pre_1760,ecclesiastical,expenditure,mixed,3,administrative
1744,pre_1760,domestic,expenditure,latin,3,administrative
1744,pre_1760,domestic,expenditure,latin,3,administrative
1744,pre_1760,salary_stipend,expenditure,latin,3,administrative
1744,pre_1760,salary_stipend,expenditure,latin,3,administrative
1744,pre_1760,salary_stipend,expenditure,latin,3,administrative
1744,pre_1760,salary_stipend,expenditure,latin,3,administrative
1744,pre_1760,charitable,expenditure,english,3,administrative
1744,pre_1760,other,expenditure,english,3,administrative
1744,pre_1760,maintenance,expenditure,latin,3,administrative
1744,pre_1760,ecclesiastical,expenditure,english,3,administrative
1744,pre_1760,ecclesiastical,expenditure,english,3,administrative
1744,pre_1760,ecclesiastical,expenditure,english,3,administrative
1744,pre_1760,salary_stipend,expenditure,latin,3,administrative
1744,pre_1760,educational,expenditure,mixed,3,administrative
1744,pre_1760,charitable,expenditure,english,3,administrative
1744,pre_1760,charitable,expenditure,english,3,administrative
1744,pre_1760,charitable,expenditure,latin,3,administrative
1744,pre_1760,administrative,expenditure,english,5,educational
1744,pre_1760,administrative,expenditure,mixed,3,administrative
1744,pre_1760,other,expenditure,mixed,3,administrative
1744,pre_1760,land_rent,expenditure,latin,3,administrative
1744,pre_1760,salary_stipend,expenditure,latin,3,administrative
1744,pre_1760,salary_stipend,expenditure,english,3,administrative
1744,pre_1760,salary_stipend,expenditure,english,3,administrative
1744,pre_1760,salary_stipend,expenditure,english,3,administrative
1744,pre_1760,salary_stipend,expenditure,english,3,administrative
1744,pre_1760,educational,expenditure,mixed,3,administrative
1744,pre_1760,salary_stipend,expenditure,mixed,3,administrative
1744,pre_1760,ecclesiastical,income,latin,3,administrative
1744,pre_1760,ecclesiastical,income,latin,3,administrative
1744,pre_1760,ecclesiastical,income,latin,3,administrative
1744,pre_1760,ecclesiastical,income,latin,3,administrative
1744,pre_1760,ecclesiastical,income,latin,3,administrative
1744,pre_1760,ecclesiastical,income,latin,3,administrative
1744,pre_1760,ecclesiastical,income,latin,3,administrative
1744,pre_1760,ecclesiastical,income,latin,3,administrative
1744,pre_1760,administrative,income,english,3,administrative
1744,pre_1760,administrative,income,english,3,administrative
1744,pre_1760,administrative,income,english,3,administrative
1744,pre_1760,administrative,income,english,3,administrative
1744,pre_1760,administrative,income,english,3,administrative
1744,pre_1760,salary_stipend,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,2,land_rent
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,educational,expenditure,english,3,administrative
1744,pre_1760,salary_stipend,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,financial,expenditure,english,3,administrative
1744,pre_1760,financial,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,salary_stipend,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,maintenance,expenditure,english,5,educational
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,administrative,income,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,3,administrative
1744,pre_1760,administrative,expenditure,english,5,educational
1744,pre_1760,domestic,expenditure,english,3,administrative
1744,pre_1760,maintenance,expenditure,english,3,administrative
1744,pre_1760,land_rent,income,english,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,maintenance,expenditure,mixed,3,administrative
1744,pre_1760,land_rent,income,english,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,2,land_rent
1744,pre_1760,ecclesiastical,income,mixed,3,administrative
1744,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,2,land_rent
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,2,land_rent
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,english,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,2,land_rent
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,financial,income,latin,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,ecclesiastical,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,2,land_rent
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,domestic,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,domestic,income,english,3,administrative
1745,pre_1760,financial,income,mixed,3,administrative
1745,pre_1760,educational,income,english,3,administrative
1745,pre_1760,educational,income,mixed,5,educational
1745,pre_1760,educational,income,english,5,educational
1745,pre_1760,domestic,income,english,3,administrative
1745,pre_1760,domestic,income,english,3,administrative
1745,pre_1760,financial,income,english,3,administrative
1745,pre_1760,financial,income,english,3,administrative
1745,pre_1760,land_rent,income,english,3,administrative
1745,pre_1760,land_rent,income,english,3,administrative
1745,pre_1760,land_rent,income,english,3,administrative
1745,pre_1760,financial,income,english,3,administrative
1745,pre_1760,financial,income,english,3,administrative
1745,pre_1760,educational,income,english,5,educational
1745,pre_1760,financial,income,english,3,administrative
1745,pre_1760,financial,transfer,english,3,administrative
1745,pre_1760,administrative,expenditure,latin,3,administrative
1745,pre_1760,administrative,expenditure,latin,3,administrative
1745,pre_1760,administrative,expenditure,latin,0,administrative
1745,pre_1760,ecclesiastical,expenditure,mixed,3,administrative
1745,pre_1760,ecclesiastical,expenditure,mixed,3,administrative
1745,pre_1760,administrative,expenditure,latin,4,administrative
1745,pre_1760,administrative,expenditure,mixed,3,administrative
1745,pre_1760,salary_stipend,expenditure,latin,3,administrative
1745,pre_1760,other,expenditure,english,3,administrative
1745,pre_1760,salary_stipend,expenditure,latin,3,administrative
1745,pre_1760,domestic,expenditure,latin,3,administrative
1745,pre_1760,domestic,expenditure,latin,3,administrative
1745,pre_1760,salary_stipend,expenditure,latin,3,administrative
1745,pre_1760,salary_stipend,expenditure,mixed,3,administrative
1745,pre_1760,salary_stipend,expenditure,latin,3,administrative
1745,pre_1760,salary_stipend,expenditure,latin,3,administrative
1745,pre_1760,charitable,expenditure,english,3,administrative
1745,pre_1760,salary_stipend,expenditure,latin,3,administrative
1745,pre_1760,ecclesiastical,expenditure,english,3,administrative
1745,pre_1760,ecclesiastical,expenditure,english,3,administrative
1745,pre_1760,charitable,expenditure,mixed,3,administrative
1745,pre_1760,charitable,expenditure,mixed,3,administrative
1745,pre_1760,ecclesiastical,expenditure,mixed,3,administrative
1745,pre_1760,educational,expenditure,mixed,5,educational
1745,pre_1760,administrative,expenditure,latin,3,administrative
1745,pre_1760,charitable,expenditure,latin,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,latin,3,administrative
1745,pre_1760,administrative,expenditure,latin,3,administrative
1745,pre_1760,salary_stipend,expenditure,english,3,administrative
1745,pre_1760,salary_stipend,expenditure,latin,3,administrative
1745,pre_1760,ecclesiastical,expenditure,latin,3,administrative
1745,pre_1760,ecclesiastical,expenditure,latin,3,administrative
1745,pre_1760,ecclesiastical,expenditure,latin,3,administrative
1745,pre_1760,ecclesiastical,expenditure,latin,3,administrative
1745,pre_1760,ecclesiastical,expenditure,latin,3,administrative
1745,pre_1760,other,unclear,english,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,administrative,unclear,latin,3,administrative
1745,pre_1760,domestic,expenditure,mixed,3,administrative
1745,pre_1760,other,unclear,english,3,administrative
1745,pre_1760,salary_stipend,expenditure,english,3,administrative
1745,pre_1760,land_rent,income,english,3,administrative
1745,pre_1760,salary_stipend,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,salary_stipend,expenditure,english,3,administrative
1745,pre_1760,salary_stipend,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,educational,expenditure,english,5,educational
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,land_rent,expenditure,english,2,land_rent
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,financial,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,salary_stipend,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,educational,expenditure,english,5,educational
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,financial,transfer,english,3,administrative
1745,pre_1760,financial,transfer,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,administrative,income,english,3,administrative
1745,pre_1760,maintenance,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,ecclesiastical,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,other,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,administrative,expenditure,english,3,administrative
1745,pre_1760,domestic,expenditure,english,3,administrative
1745,pre_1760,ecclesiastical,income,mixed,3,administrative
1745,pre_1760,ecclesiastical,income,mixed,3,administrative
1745,pre_1760,ecclesiastical,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,ecclesiastical,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,2,land_rent
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,financial,income,mixed,3,administrative
1745,pre_1760,land_rent,income,mixed,3,administrative
1745,pre_1760,ecclesiastical,income,mixed,3,administrative
1746,pre_1760,land_rent,income,mixed,3,administrative
1746,pre_1760,land_rent,income,mixed,3,administrative
1746,pre_1760,land_rent,income,mixed,3,administrative
1746,pre_1760,land_rent,income,mixed,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,mixed,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
1746,pre_1760,land_rent,income,english,3,administrative
